,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
10,-0.08345719,-0.31729347,0.26992124,0.483643,0.23843707,0.4761952,0.53026694,0.18150634,-0.27371794,-0.15485846,0.0041882684,-0.2517753,0.05878842,-0.013898574,-0.38931662,-0.035153363,0.35358965,0.12729664,-0.16664839,0.20193377,0.1586732,-0.6730315,1.4029349,-0.5130987,-0.07143294,-0.255214,-0.087322,0.08866578,-0.21009801,-0.54210544,-0.09090314,0.5782004,-0.20240599,-0.08533805,-0.09192266,0.17846797,-0.017901892,0.9658689,0.4220504,0.739962,0.33779705,0.13438137,-0.35867038,-0.41652077,0.5980782,0.19592328,0.87374336,0.31912366
11,0.11043336,0.2977646,0.5499938,0.55941623,0.18273388,-0.29713187,0.17397088,0.3638027,-0.084783606,-0.6355744,0.16651958,0.28444713,0.73137635,-0.11431558,-0.015772792,-0.2621306,0.08673448,0.01837607,0.103356555,0.6098542,0.3199499,-0.2705581,0.4847453,-0.28372955,-0.16327925,0.6012087,-0.53524816,0.1738717,0.44731012,0.060806986,-0.43536425,-0.40441954,0.44398338,0.41675615,0.53264856,0.30399635,-0.053784933,0.16440094,0.0997498,0.0105262315,0.022336245,0.16904588,0.46997553,-0.31743315,0.37683222,-0.20847128,0.8283011,0.54072154
12,-0.032320883,0.34615344,0.30307022,0.116907135,0.17015645,-0.06356157,0.5828894,-0.2722664,-0.23287676,-0.8042837,0.099159785,0.18585803,0.24629027,-0.2664504,-0.6927402,0.116428114,-0.041330952,-0.39625916,0.0835408,0.3504022,0.5306205,-0.32573268,0.81766975,0.027354987,0.111941524,0.15867852,-0.523633,0.34615296,0.2490905,0.35535657,-0.2812814,0.21656415,0.2439058,0.58541507,0.5641876,0.01532604,0.24903086,0.40907204,-0.021142416,0.009298835,-0.009681487,0.13991714,0.0499867,-0.7865327,0.52610415,-0.4247123,0.17888989,0.9273673
13,-0.19090697,-0.5556258,-0.01623017,0.13277188,-0.13978712,-0.74579006,0.303048,0.6806499,-0.3817241,0.68158615,-0.6063159,-0.13792929,-1.0619255,-0.6772136,-1.0639782,-0.32448837,0.39945292,-0.99084735,0.22788373,0.60486966,0.51497763,-0.19204217,0.38429978,-0.47874263,0.10210834,-0.50035614,-0.35521755,-0.735119,0.24729826,-0.03415991,-0.2434394,0.43312556,-0.17506225,0.296625,0.13154523,-0.020834327,0.41388,0.022739585,-0.45181924,0.38892654,-0.013435582,0.79478073,0.056942962,0.06386121,0.021834383,0.10498282,0.59811956,0.006623165
14,-0.78239864,0.21479423,-0.065224245,0.31214464,0.013670091,0.8649932,-0.063757494,0.08007039,0.2364659,0.030849893,-0.14588399,0.045314595,0.12643328,-0.4876907,0.056384984,-0.6971923,-0.20607723,-0.6263234,0.21212174,0.5589782,0.89110386,-0.35678175,0.7146162,-0.22144884,0.3546656,-0.43539706,-0.66250354,-0.26402268,0.88938886,-0.21353148,-0.23923773,1.0227159,0.046240497,0.456087,0.3904547,-0.7169414,0.15076098,-0.1510889,-0.11108148,0.14853312,-0.059547678,0.4118619,0.38615507,0.2551806,0.27042207,-0.6534739,-0.14097162,-0.7240096
15,-0.12766933,0.022137491,-0.53711843,0.1522497,-0.42872402,0.32722676,0.4443794,-0.032687344,0.29015332,0.1815666,-0.51743704,0.35381088,0.42902192,-0.77613765,-0.81846935,-0.5806424,-0.91763234,0.09867365,-0.014903726,0.6449972,-0.5683184,0.13601953,0.34358898,-0.28664297,0.44735628,-0.048675843,-0.28163034,0.10391933,0.11051181,-0.0003969808,-0.5098205,0.33615565,1.0275636,-0.21325521,-0.2962964,0.31648198,-0.13035691,0.15108068,0.45476556,0.58801085,-0.1104732,0.3295195,-0.19260281,0.31976625,-0.93993276,-0.70308506,0.38892245,-0.0031969217
16,-0.22308956,0.9309439,0.69150686,0.16939068,-0.37851563,0.020250363,0.70591563,0.14865014,-0.18894447,-0.5387403,0.39183402,-0.0035337952,-0.103226945,0.07457335,-0.66905844,0.32785618,0.04323441,-0.37011185,-0.7278043,0.3288171,0.5398534,0.063754894,0.5326829,-0.019663962,0.7602792,0.025620852,-0.49575335,-0.41727215,-0.036294665,-0.28218013,-0.5095359,0.066646844,0.39319307,0.18418527,0.40676594,-0.22044224,0.41713116,0.0661794,0.22791527,-0.3008295,-0.6836919,0.18569626,-0.012121962,-0.08834222,0.02982276,-0.70120144,0.31097984,0.8954865
17,-0.23442261,0.072382964,-0.059795387,0.39737472,0.053223018,-0.029795421,-0.29414004,-0.6139097,0.12379914,-0.26533055,0.016217733,-0.4944246,0.4878492,-0.7037259,-0.21320483,-0.24443626,-0.01681346,0.38609126,-0.26426575,-0.01155263,0.8842655,0.53263366,0.09847861,-0.90382993,-0.3319188,-0.11710828,-0.301313,0.13592064,-0.10701412,0.064315066,-1.2108154,-0.62679696,0.14348787,-0.5018245,0.49336004,-0.045847107,0.29896268,-0.25027534,0.29707783,0.34921107,-0.26022986,0.48154828,0.8183532,-0.40693936,-0.58112884,-0.7929061,1.0209014,0.11188445
18,-0.9202474,0.097989716,-0.28404465,0.42160243,0.054091416,-0.07651312,-0.15485907,0.7663076,-0.23548208,0.55144024,-0.915705,0.22250195,-0.39807197,-0.2561884,-0.6433618,-0.46605438,0.041598313,-1.5380316,0.2550832,0.58954877,0.42152545,-0.48303962,0.42120913,-0.44660366,0.025236586,-0.46632135,-0.55732256,-0.7520597,0.3921219,-0.33803582,-0.3819662,0.38261923,0.12719676,0.33622417,0.49132454,-0.46949828,0.3915322,-0.022975987,-0.86490357,0.46912736,-0.07446867,0.67551327,-0.3502092,-0.021650901,-0.007974002,0.15845716,0.50391245,-0.31443748
19,0.41409642,-0.02621547,-0.3323938,0.74742556,0.7761827,-0.24526505,0.35977656,0.66472214,-0.35941836,0.17380314,0.16091247,0.28254303,-0.41162106,-0.30108747,-0.88782746,-0.14045963,0.6876086,-0.2933022,0.41391826,0.3843419,0.39056134,0.7948279,0.34033185,-0.38744396,0.6991562,-0.061857723,-0.34692448,0.26126042,0.64392143,0.047565,-0.47144628,0.41839576,-0.33857805,-0.228416,-0.037355166,0.010024996,0.845914,0.5204371,0.050093476,0.78654695,0.14723559,1.0628899,0.20276047,-0.22876948,-0.18545592,0.2817621,-0.25982136,0.5571294
20,-0.0516819,0.0465555,-0.060649708,0.32331055,-0.0708481,-0.24449256,0.5201853,-0.43252778,-0.45715457,-0.87784415,0.033302307,0.16545327,0.27243245,-0.21335189,-0.7989142,0.052321296,0.07455471,-0.635482,0.012830222,0.1406187,0.65493625,-0.54962164,0.50020236,-0.25386313,0.24342026,-0.015284836,-0.35065615,-0.011263955,0.38462192,0.099755876,-0.19209237,0.37510115,0.21328671,0.3548129,0.8747848,0.59873873,0.24385126,0.63624096,-0.09810159,-0.20431842,0.19698119,-0.12624227,0.29889566,-0.9764635,0.6521264,-0.59238774,0.014300276,0.36008093
21,-0.25035685,-0.020079514,0.30468,0.55197245,0.6600979,-0.3996768,0.50341517,0.46575886,0.04262603,-0.32536936,0.48831826,-0.3290729,0.298057,0.036780834,-0.692471,0.32578373,0.55660564,-0.5243266,0.31258804,0.9471765,0.07757694,-0.5927695,0.22137225,-0.39407018,0.36869213,0.38066843,0.04544589,-0.15576042,0.71019727,-0.09099831,-0.47398782,0.51539445,0.44978186,-0.09733807,-0.14885767,0.04488417,-0.3581433,0.51324844,0.3435205,-0.1662274,0.26408517,0.09731046,0.18279354,-0.3396137,-0.018968042,-0.2586687,0.2702653,0.37390876
22,-0.23110145,-0.6186564,-0.21270072,0.37460196,0.023929326,-0.1856459,0.32113054,-0.080354534,-0.61638546,-0.68627053,-0.08163391,-0.03693613,0.05959306,-0.275179,-0.8786298,0.026079515,-0.07279702,-0.44902855,0.010199925,0.4393301,0.78937465,-0.7495778,0.45471576,-0.35841206,0.10565849,0.17771785,-0.30092847,-0.36681977,0.5687034,-0.25904682,-0.2212956,0.6620211,0.28556392,0.22498117,0.8591533,0.55375624,-0.23087247,0.43685982,-0.11870219,0.065343395,0.23982304,-0.38623917,0.12192334,-0.8035321,0.43059358,-0.32998836,-0.15091217,0.21422346
23,-0.5050241,-0.5834391,-0.29981232,0.5129062,-0.014283843,-0.40654516,0.27540335,-0.6278693,-0.87512356,0.23951353,-0.40037677,-0.1764338,-0.06668115,0.5883053,-0.8321365,0.0921114,-0.47552872,0.13995661,0.36098295,0.76880085,0.3914958,-0.4300126,-0.17405875,-0.023379685,0.5927229,0.15732726,-0.5429013,-0.111703165,-0.0056290226,-0.053554166,-0.32272074,0.042891663,1.0119336,-0.01624659,-0.75480294,-0.23340902,0.46097898,0.20738922,0.34850276,0.78293633,-0.11593171,0.37653235,0.3406004,0.4506092,-0.46192718,0.6906392,1.1466753,-0.36121595
24,0.5519389,0.81065416,-0.4113089,0.99174476,-0.2298872,0.591809,-0.10204604,0.40200132,-0.7177479,-0.016320288,-0.14453971,0.3346871,-0.41293827,0.23385948,0.08666391,0.72681344,-0.68567115,0.10611626,-0.32677948,1.0663055,0.56497604,-0.50725776,1.1848168,-0.049470257,-0.83262223,0.26873028,-0.24806677,-0.65137696,0.26730436,0.40351942,-0.046109747,0.41017082,0.5138236,-0.2541286,-0.51476955,-0.12759596,0.785688,-0.4439987,0.47749847,0.20533893,0.42686036,1.0211675,0.6487526,0.0049466863,0.076692626,-1.0855211,0.6427539,-0.4257362
25,0.38975036,-0.79724544,0.22139837,-0.05284318,0.44803992,0.04985115,0.36704528,-0.050485097,0.36200196,0.17867193,-0.09487675,0.2473699,-0.12662096,-0.027475022,-0.6976536,0.17781937,0.2256713,-0.2953144,-0.099273294,0.30983528,-0.119897746,-0.71294147,0.8805832,0.5048892,0.73333865,0.22996312,-0.57144046,-0.12573898,0.4925409,0.32056662,-0.16473106,-0.49803305,0.35415837,-0.056311183,0.32274246,-0.2918481,0.8009292,-0.39332044,0.0636305,0.2241135,-0.45213732,-0.3441947,0.41809288,-1.2032546,0.23017237,-1.6325054,0.74346095,-0.054737102
26,-0.39446917,-0.13305563,0.65253353,1.0196083,0.12326132,-0.19095093,-0.37911654,0.86684126,-0.0871403,-0.32055885,-0.26022223,-0.05732219,0.5119937,0.15357362,-0.0037727358,-0.3009539,-0.13134378,0.99416953,-0.548933,0.52787924,0.11319902,0.07387966,0.011915456,-1.0096685,-0.039259557,0.40446207,-0.7148865,-0.060491107,0.4070246,-0.5788247,-0.38129768,-0.59763587,0.03348736,0.1393734,0.37797666,0.41612372,-0.029158276,0.1481784,0.40767097,0.60938114,-0.28344202,0.15260155,0.59156954,-0.41651016,0.6548643,-0.38356218,1.142201,0.07694293
27,-0.21065146,0.13312706,0.47084355,0.47525924,-0.061141375,0.07774979,-0.0033025856,-0.018488742,-0.11251018,-0.5086404,-0.15448426,-0.6170724,0.48126617,-0.3884083,-0.24537612,0.1490167,-0.0935067,-0.0010961768,0.04690814,0.6563546,0.41195107,0.5293112,0.36406845,-1.0583708,-0.28809854,0.39268047,-0.20848228,0.37926373,0.080323495,0.08469902,-0.674333,-0.53823054,0.090754986,-0.31130764,0.6372836,0.39545125,0.004699815,-0.009674074,0.62298524,0.31808624,-0.5547143,0.23428875,0.38327166,-0.39336097,-0.5972755,-0.42131817,1.1220083,0.30765858
28,-0.71191865,-0.28634033,-0.4904904,-0.22078395,0.2833115,-0.19712251,0.07350654,-0.0025839885,-0.6207832,0.17258607,0.5590765,-0.27514482,-0.20219168,-0.104492076,-0.86098146,0.27477685,0.13845588,-0.48216107,0.10737149,0.5137074,0.2406233,-0.67086065,0.69595194,-0.008396455,0.4068597,0.5976944,-0.34054872,0.44465622,0.59921265,-0.33314493,-0.03283321,0.33915251,0.12245118,0.3679255,0.39270672,0.27887696,-0.3631312,0.19213869,0.025279876,0.45084637,-0.09456648,0.12661006,0.2787507,-0.5347229,0.44542006,-0.49666962,0.42077148,0.8128845
29,0.18339582,-0.53060937,0.13843267,0.13049859,0.35171875,0.08346714,0.4776434,-0.20200858,-0.0023774293,-0.4232347,-0.071719654,0.29944402,-0.22265969,0.23426718,-0.843886,0.091279306,0.10112915,-0.09114196,0.13294892,0.573696,0.33351997,-0.6881762,0.81965655,0.42693603,-0.10862775,0.34438002,-0.8248118,0.12213195,0.27924162,0.5453737,-0.22483066,0.06178094,0.64226127,0.20443518,0.66418415,-0.036009565,0.2686897,0.08862817,0.010962001,0.12118304,-0.44195747,-0.24254212,0.002329569,-0.828814,0.39717034,-0.87998104,0.3448129,0.80780035
30,0.44458747,-0.5542997,0.4358341,0.104225755,0.57415766,0.16997202,-0.18668778,-0.040537845,-0.021801904,0.56939435,-0.12431791,0.19342482,0.11689651,-0.70309263,-0.35407442,0.12677546,0.44950563,-0.32443133,-0.08056927,0.34964946,-0.46893713,-0.71085256,0.8539463,0.64317304,0.6764266,-0.28406808,-0.32596,0.08317994,0.39898336,0.28680825,-0.088224046,-0.35594907,0.21061552,-0.024864841,0.40336633,-0.29417974,1.0113703,-0.11411649,0.00049663155,0.2147629,-0.29695982,-0.027497156,0.4311564,-1.2023984,-0.07337303,-1.5636796,0.9205983,-0.20448892
31,0.13938537,0.18030652,0.7116635,0.5031565,0.27028105,0.65548587,0.53196204,-0.0731778,-0.3513252,0.02316046,-0.16144158,-0.19449133,-0.01843014,-0.5264189,-0.97883075,0.6594397,-0.31615093,-0.5824829,0.46467224,1.013095,0.19181627,0.76383877,0.3154378,-1.1734757,-0.18134642,0.56265855,-0.0848444,-0.15367183,0.018061485,0.05086655,0.17436902,-0.29419398,0.40527272,-0.040348347,0.11362062,0.47357473,0.10456773,-0.47204447,0.61671585,0.76016235,-0.6529753,0.76748025,-0.32101715,-0.12477545,-0.44792357,-0.15942188,0.3888788,0.16186985
32,0.34688383,-0.7596011,-1.5263901,0.99925023,1.013802,-0.26009056,0.8449302,-0.2501639,-0.36273754,-0.025423162,-0.11619857,-0.04581956,0.21382017,1.1942434,-0.42249593,-0.70018744,-0.18684581,-0.81717145,0.23672752,1.3294183,0.413345,-0.5707276,1.0879966,0.458564,0.8717339,-0.5701402,-0.20743476,-0.56694204,0.10053365,-0.92895067,-0.20054324,0.33562884,-0.85428447,0.14416824,0.48292422,-0.24282452,0.61263424,-0.40025595,0.71532524,0.93805474,-1.15101,-0.40930688,0.7413718,0.34199294,-0.029124523,0.13654158,0.47570863,0.77457815
33,-0.8831088,0.24161401,-0.92678773,0.08974255,-0.07530618,0.24878006,-0.19228746,0.09334825,-0.20430292,0.32936317,-0.39368054,0.1168742,0.21773964,0.16471745,-0.37643382,-0.0036151311,-0.22501314,-1.4430361,0.40118423,-0.065045856,0.47702333,0.14738102,0.58699363,-0.43716085,-0.16605538,-0.28024673,-0.6952308,-0.7376607,0.05241567,-0.58409506,-0.53740877,0.39350143,0.11285997,0.20363824,0.15645754,-0.67555296,0.7904777,0.26805797,-0.6454802,0.5582078,-0.23362228,0.5891914,-0.31365427,0.024509681,0.48961654,0.14600533,0.49769112,-0.35684776
34,-0.412065,-0.25932536,-0.045192633,0.64236104,-0.20350705,0.48073682,0.021816988,-0.5951192,0.2829691,0.09074973,-0.6359741,-0.25163367,0.12719765,0.22836846,-0.9910448,-0.9790709,0.0896274,-0.06507452,0.28244743,0.56298727,0.2962586,-0.016231295,0.30615407,0.3948972,0.30991265,0.21025935,-0.37628067,0.3373115,-0.16566446,0.0032044284,-0.8887467,0.008864974,0.4127428,-0.18487172,-0.28643027,0.071665,0.33083156,0.087672085,-0.29293993,0.7722042,0.49418834,0.53164154,0.26066312,-0.16093029,-0.9399564,-0.15552457,0.8544845,-0.5177813
35,-0.37123498,-0.963106,-0.8873029,0.4082297,0.82577443,0.1617481,-0.12750025,-0.3686863,0.13367066,-0.26586625,1.0980344,0.7035156,0.066497914,-0.026719103,-0.78838396,-0.55307734,0.0045728344,-0.18385345,-0.18650953,1.133458,0.50107044,-0.3824931,1.277152,-0.8301274,1.1732432,-0.7171431,0.09873671,0.4518778,0.74720037,-0.62037706,0.0011310709,-0.7736704,0.58351743,0.45428228,-0.20739597,-0.9283637,0.44831607,0.04425564,-0.093369395,0.5205844,-0.28537196,0.4507047,-0.59922487,0.23038352,0.2516555,-0.16231196,-0.21326211,0.5300598
36,0.2791551,-0.22617646,0.023442598,1.1660876,-0.4942565,-0.28556186,0.20440918,0.07575349,0.17818458,0.6625491,-0.2863738,0.8696998,1.0971195,-0.43924925,0.2996462,0.5480577,0.5641283,0.2192842,-0.42038795,0.10041181,0.741712,0.17577223,0.4834678,-0.50774825,0.06548266,-0.23593035,-0.7148187,0.16147846,-0.07366244,-0.13719393,-0.49934176,-0.4637372,0.722273,-0.0077659115,0.51374376,0.40045384,0.10900797,0.19253807,0.5264204,0.5880339,-0.38535863,0.3005869,0.16298449,-0.45950165,0.6628289,0.6217052,0.93811417,0.6373571
37,-0.17153002,0.13381022,0.17210205,0.22621302,0.4540032,-0.46503374,0.2512359,-0.017781105,-0.47606808,0.47700948,-0.15716076,-0.4886968,-0.5940144,-0.4164272,-1.1638077,0.5257951,0.5351699,-0.6929673,1.0348758,0.59176445,0.24471803,0.48039335,0.34914726,-0.6215031,0.6695163,0.31379896,-0.3672445,-0.1792276,0.19428355,0.035222284,-0.122941196,0.62898993,0.2494179,-0.29100147,-0.07572092,-0.19188844,0.3890568,0.34984162,-0.0038405724,0.18232687,0.042954046,0.3160142,0.5801924,0.38332394,-0.21340205,-0.3774155,0.60105205,0.33983734
38,0.32203743,-0.54394203,-0.9415821,0.7392079,1.1561183,-0.30457935,0.78019226,-0.18893084,0.10521703,0.08024707,-0.12921947,-0.37039602,-0.060548875,1.0925175,-0.261476,-0.81382453,0.064004295,-0.75455886,0.19715391,1.2686836,0.2940255,-0.869214,1.1428025,-0.12382503,1.0420381,-0.66279715,0.043238934,-0.41342986,-0.004649115,-0.6551655,-0.16247432,-0.13551638,-0.2647138,0.14994365,0.7379763,-0.16186163,0.7254937,0.034278598,1.2171872,0.8510452,-1.565206,-0.59413505,0.6818697,0.23945098,-0.010563799,-0.46770325,-0.14131221,0.54729694
39,0.35688838,-0.51020896,0.39534825,-0.38992196,0.6366022,0.30966714,-0.52892834,-0.31006035,-0.31295556,0.26631218,-0.36898923,0.04880236,0.39437357,-1.1081574,-0.29675898,-0.20989116,0.57291764,-0.2469231,-0.10330767,0.30568567,-0.28201002,-0.14144604,0.7273527,0.41474983,0.20361969,0.03906603,-0.42910883,0.39986917,0.25356418,0.12377969,-0.3019333,-0.11397629,0.163602,-0.069095664,0.34713835,-0.0057136794,0.56893235,-0.28040487,0.12987453,-0.033168547,0.090608224,0.7543871,0.34564808,-0.39060676,0.17452335,-1.1066078,0.7645598,-0.06877834
40,0.07410034,0.18771176,-0.97157043,-0.2232038,0.06764554,0.6583914,-0.89403236,-0.15109338,0.4036146,0.49527463,-0.24555866,-0.7275353,0.22369051,-0.09468629,-0.39450237,-0.43993297,0.03865022,-0.9145115,-0.14268129,0.7509641,0.64335465,0.9772186,0.966113,0.17070377,-0.51595145,-0.08842227,-1.0986074,-1.256464,0.3947838,-0.50974125,-0.26449633,0.3715309,0.22174142,-1.0125011,0.08852261,-0.017563498,0.7921133,0.17090905,0.65357757,0.461691,0.21005592,-0.26854712,-0.14930165,-0.1548674,0.29541716,-0.03526151,0.16062607,0.1085401
41,0.3964908,0.022366427,0.49830616,0.58884645,0.31798878,-0.40521374,-0.4159983,0.2553976,0.18189523,-0.06075257,0.39769638,0.00408372,0.9682015,-0.45078576,-0.0028963278,-0.1608653,-0.21983598,0.13589863,-0.6019311,0.31677157,0.5961296,-0.027340658,0.1915535,-1.0001141,0.16640614,0.36556625,-0.7792071,0.018665306,0.5997968,0.17488055,-0.22973531,-0.5898613,0.034436334,0.052982893,0.8536244,0.49181518,0.0290927,0.38485998,0.57884866,0.39513046,-0.15361439,-0.269938,0.69902945,-0.018058676,0.38426125,-0.43956006,0.84549034,0.39040744
42,-0.14696069,-0.25207475,-0.80711305,0.54809403,-0.20136686,0.21278138,-0.40564358,0.42489094,-0.62588936,0.63721234,0.84787285,0.030176183,-0.869522,0.24262187,-0.86179817,-0.2537759,-0.12219678,-0.17890914,0.91346836,0.94167256,0.5499313,-0.40260097,0.25762904,-0.18354648,0.20054212,0.4606749,-0.32649288,0.5529762,0.26965448,-0.8481992,-0.16033255,-0.15510659,0.076716885,-0.13336581,0.11439298,0.15036808,-0.13328306,0.65368336,-0.2643456,0.38635132,0.4314829,0.4341843,0.5835748,-0.5077293,0.42234915,-1.0121721,0.0129576335,0.6469855
43,-0.1216679,0.19112204,0.12467375,-0.006624127,0.26466578,-0.3005981,0.0016791144,0.1282323,0.07368722,-0.066317745,-0.016406775,0.79828346,0.6956791,-0.8239909,-0.11016975,-0.5655975,-0.19492866,0.4491197,-0.3630305,0.8772904,0.043596257,-0.1232696,0.43303144,-0.646137,0.12947789,-0.25600448,-0.860304,0.4289486,-0.00995532,-0.06794821,-0.34890306,-0.41125208,0.07191786,0.33136606,0.6121323,0.4791765,0.5184597,0.11802898,0.6204982,0.017712593,-0.14581744,-0.31073174,0.6323622,0.8645515,0.19163366,-0.08218082,0.88967943,0.05884719
